chapter,volume,clean_title,source_line,status,note
761,四,水火骑乘,99655,source,
762,四,黑色骑士,99755,source,
763,四,清香醉人,99839,source,
764,四,游逛龙吟镇,99935,source,
765,四,发现表哥,100043,source,
766,四,遇到三叶帮,100131,source,
767,四,包间中的美女,100231,source,
768,四,狐狸笑容,100319,source,
769,四,打死也要硬撑,100411,source,
770,四,万恶的狐狸精,100477,source,
771,四,危机解除,100563,source,
772,四,冷漠的背影,100667,source,
773,四,升到六十级,100781,source,
774,四,六十级技能,100867,source,
775,四,更换装备,100953,source,
776,四,前往精灵峡谷,101071,source,
777,四,水系恶法师,101163,source,
778,四,封印的精灵峡谷,101249,source,
779,四,精灵女王,101343,source,
780,四,五眼魑魅妖,101427,source,
781,四,金角魔翼猊,101495,source,
782,四,五彩五行霓虹飞天舞,101573,source,
783,四,捆绑金角魔翼猊,101693,source,
784,四,得到精灵女王（上）,101797,source,
785,四,得到精灵女王（下）,101907,source,
786,四,亲吻治疗（上）,102001,source,
787,四,亲吻治疗（下）,102091,source,
788,四,精灵女王认主,102169,source,
789,四,进入精灵峡谷（上）,102253,source,
790,四,进入精灵峡谷（下）,102339,source,
791,四,古老的房屋,102437,source,
792,四,精灵神殿,102535,source,
793,四,寻找清心梵音铃,102633,source,
794,四,小精灵的款待,102709,source,
795,四,掏出地图,102791,source,
796,四,五彩大门,102859,source,
797,四,天地五行迷幻阵,102975,source,
798,四,逍遥神石王,103109,source,
799,四,五行逍遥器,103245,source,
800,四,五行逍遥枪,103385,source,
801,四,五行逍遥套装,103529,source,
802,四,彩云压城城欲摧,103671,source,
803,四,人宠修炼,103881,source,
804,四,小黑化龙,103997,source,
805,四,七彩神龙,104115,source,
806,四,五行圣殿骑士,104197,source,
807,四,小兽的成长,104285,source,
808,四,五行须弥冲击舞,104377,source,
809,四,淫荡的想法,104487,source,
810,四,圣殿五行斩,104593,source,
811,四,玄牛企业,104725,source,
812,四,三个美女的疑惑,104827,source,
813,四,难道可以偷袭,104927,source,
814,四,我被迷幻,105025,source,
815,四,可惜啊可惜,105141,source,
816,四,游逛古城,105249,source,
817,四,莫名的眼泪,105347,source,
818,四,抱入卧室,105501,source,
819,四,色狼入室,105597,source,
820,四,南海无相神功,105709,source,
821,四,我被制服,105811,source,
822,四,让我穿裤子,105901,source,
823,四,赶快离开,105997,source,
824,四,三叶幸运草,106095,source,
825,四,重生的精灵女王（上）,106277,source,
826,四,重生的精灵女王（下）,106369,source,
827,四,我被偷袭,106459,source,
828,四,扑扑在地,106559,source,
829,四,逐花客,106659,source,
830,四,鱼叉鬼面骑,106763,source,
831,四,死不瞑目,106871,source,
832,四,鱼叉水云盾,106971,source,
833,四,雪卷风,107065,source,
834,四,鹰王影踪,107181,source,
835,四,僵持的局面,107281,source,
836,四,僵持的帮主,107395,source,
837,四,冲击血族怪物,107495,source,
838,四,贪婪的玩家,107619,source,
839,四,轰然践踏,107727,source,
840,四,屠杀无极限,107861,source,
841,四,御剑飞行,107989,source,
842,四,彻底的混乱了,108093,source,
843,四,我们单挑吧,108197,source,
844,四,李火的挑战（上）,108307,source,
845,四,李火的挑战（下）,108451,source,
846,四,那是梦雪,108565,source,
847,四,李火爆发了,108681,source,
848,四,挂掉李火,108799,source,
849,四,鹰王已经建立,108919,source,
850,四,飞向梦雪（上）,109027,source,
851,四,飞向梦雪（下）,109135,source,
852,四,抱着梦雪,109253,source,
853,四,我想你、真的想你,109379,source,
854,四,回归鹰王,109489,source,
855,四,打不通的电话,109587,source,
856,四,前往天星湖,109687,source,
857,四,误会继续下去,109809,source,
858,四,太阳神鸟,109919,source,
859,四,继续隐藏,110011,source,
860,四,谁在算计我,110123,source,
861,四,虎溪仙山（上）,110217,source,
862,四,虎溪仙山（下）,110319,source,
863,四,土甲裂尸虎,110419,source,
864,四,鬼茅洞穴,110587,source,
865,四,鬼冥之骨,110749,source,
866,四,骨翼虎之面罩,110907,source,
867,四,锻造面罩,111057,source,
868,四,拼命的锻造,111199,source,
869,四,锻造出仙,111361,source,
870,四,九转体丹,111521,source,
871,四,拥抱精灵女王,111675,source,
872,四,四只黄金灵魂.,111817,source,
873,四,锻造出神器,111991,source,
874,四,修炼武功,112157,source,
875,四,羞涩的南宫玉冰,112269,source,
876,四,可恶的小魔女,112381,source,
877,四,魔焰血煞锤（上）,112533,source,
878,四,魔焰血煞锤（中）,112629,source,
879,四,魔焰血煞锤（下）,112733,source,
880,四,魔龙封仙阵（上）,112835,source,
881,四,魔龙封仙阵（下）,112937,source,
882,四,帮派技能（上）,113053,source,
883,四,帮派技能（下）,113173,source,
884,四,鬼魂分身,113297,source,
885,四,樱花小子，你好,113419,source,
886,四,取得四张魔符,113537,source,
887,四,吸收的宠物蛋,113647,source,
888,四,魔龙封仙阵！碎裂,113753,source,
889,四,吞噬魔焰血煞锤,113873,source,
890,四,陷阱之背叛,113983,source,
891,四,屠杀万人,114093,source,
892,四,杀手弓箭手,114217,source,
893,四,双刃五连击,114335,source,
894,四,鬼头隐身蛊,114471,source,
895,四,暗黑紫天龙,114601,source,
896,四,又在算计我,114699,source,
897,四,荒叶军团,114821,source,
898,四,将进酒,114935,source,
899,四,升级鉴定术,115049,source,
900,四,还不上钩,115167,source,
901,四,单刀直入,115345,source,
902,四,美丽的惊人,115455,source,
903,四,联系王子明,115581,source,
904,四,前往土龙祠,115693,source,
905,四,五星山苍云洞,115791,source,
906,四,仙居五行坪,115909,source,
907,四,五行符咒鹤,116013,source,
908,四,五行仙师装,116135,source,
909,四,五行符咒师,116237,source,
910,四,神仙大战,116343,source,
911,四,找我决斗,116437,source,
912,四,我跟你单挑,116539,source,
913,四,灿烂的宠物群,116641,source,
914,四,五彩金丝鸟,116749,source,
915,四,七彩光芒,116851,source,
916,四,七彩天下舞,116981,source,
917,四,传授什么技能,117095,source,
918,四,获得绝招技能,117221,source,
919,四,五星会战,117337,source,
920,四,天生预言,117443,source,
921,四,亲昵再次提高,117543,source,
922,四,暗中行动,117645,source,
923,四,总裁，我来了,117761,source,
924,四,想要抱着你,117871,source,
925,四,收购现在开始,117989,source,
926,四,太屈才了,118091,source,
927,四,上官世家,118203,source,
928,四,没必要跟你解释,118315,source,
929,四,禁锢香华阿姨（上）,118423,source,
930,四,禁锢香华阿姨（下）,118539,source,
931,四,岂能不参加,118653,source,
932,四,我不是偷窥者,118845,source,
933,四,小安村告急,119053,source,
934,四,小安村的城墙,119223,source,
935,四,第一波攻城,119385,source,
936,四,小龙的五十级进化,119551,source,
937,四,城墙的技能,119717,source,
938,四,黑风万刀穿心鬼,119847,source,
939,四,招连续爆发,119963,source,
940,四,遗忘的小安村,120155,source,
941,四,守护小安村,120259,source,
942,四,小安村的领主,120365,source,
943,四,我的领地,120487,source,
944,四,联系风疾,120591,source,
945,四,老狐狸还是猎人,120697,source,
946,四,前往猴儿林,120887,source,
947,四,三大猴族,120993,source,
948,四,仙级猴儿酒,121093,source,
949,四,竟然是蔷薇会,121203,source,
950,四,蔷薇紫虹,121321,source,
951,四,邋遢酒老道,121435,source,
952,四,我这里有美酒,121553,source,
953,四,要我出丑,121677,source,
954,四,郁闷的蔷薇紫虹,121787,source,
955,四,浩然万剑诀,121909,source,
956,四,八卦醉仙步,122021,source,
957,四,邀请蔷薇紫虹,122137,source,
958,四,你不是有龙吗,122273,source,
959,四,金翼蚂蚁王,122393,source,
960,四,五行万剑诀,122493,source,
961,四,剑阁仙山,122615,source,
962,四,天剑光芒,122725,source,
963,四,转职魔影龙刺客,122849,source,
964,四,神级隐身术,122957,source,
965,四,进入魔猴林,123051,source,
966,四,淫荡的偷窃,123173,source,
967,四,幽冥之花,123289,source,
968,四,冥界公主紫幽铃,123397,source,
969,四,一刀刀的秒杀我,123527,source,
970,四,金风幻魔猴,123651,source,
971,四,参加武斗大会,123747,source,
972,四,第一场预赛,123867,source,
973,四,比AV还赚钱,123983,source,
974,四,大赛很危险,124105,source,
975,四,百强大赛,124233,source,
976,四,小欣出动了,124345,source,
977,四,玉欣的战斗,124461,source,
978,四,小蝶的蝴蝶装备,124587,source,
979,四,小蝶和妖猫,124697,source,
980,四,小蝶和两只仙兽,124813,source,
981,四,月光仙子,124935,source,
982,四,剑巫唐绰影,125109,source,
983,四,三十二强(上),125221,source,
984,四,三十二强（下）,125353,source,
985,四,小佳对战昊天,125459,source,
986,四,暴风逆转之风龙长剑,125569,source,
987,四,李彤对战妩媚牡丹,125685,source,
988,四,牡丹花精灵,125793,source,
989,四,神兽出现,125901,source,
990,四,青竹对战三叶飞云,126015,source,
991,四,魔魇骑士,126125,source,
992,四,三十二强最后一场,126231,source,
993,四,十六强名单,126337,source,
994,四,魔火加油,126439,source,
995,四,对战三叶飞云,126609,source,
996,四,拥抱？骚扰？,126725,source,
997,四,有情人终成眷属,126839,source,
998,四,骚扰惩罚,126941,source,
999,四,八强对战名单,127091,source,
1000,四,奖励的十件宝物,127243,source,
1001,四,哥哥快来,127355,source,
1002,四,小蝶认输啦,127477,source,
1003,四,李火对战黑色骑士,127579,source,
1004,四,对战蔷薇紫虹,127757,source,
1005,四,《王者》的代言人,127879,source,
1006,四,大玉女孙姿,128041,source,
1007,四,龙语兰和龙语嫣,128199,source,
1008,四,龙家和《王者》,128297,source,
1009,四,一号主人公,128443,source,
1010,四,国际级的明星,128549,source,
1011,四,大小玉女,128697,source,
1012,四,对战李火,128839,source,
1013,四,魔影刺杀,128951,source,
1014,四,秒杀李火,129123,source,
1015,四,四龙附体,129249,source,
1016,四,中国区冠军,129433,source,
1017,四,亲一个,129549,source,
1018,四,另外一个愿望,129701,source,
1019,四,小玉女徐韵,129817,source,
1020,四,金银铜勋章,129957,source,
1021,四,一龙双凤,130041,source,
1022,四,领取宝物,130193,source,
1023,四,冰月寒霜链,130353,source,
1024,四,合作正式开始,130455,source,
1025,四,她是我的女朋友,130547,source,
1026,四,拍摄场景,130697,source,
1027,四,前往江沙村,130835,source,
1028,四,沙暴魔龙虫,130937,source,
1029,四,沙漠土沙狼王,131063,source,
1030,四,黄沙阴风窟（上）,131219,source,
1031,四,黄沙阴风窟（下）,131303,source,
1032,四,金沙黄金盘,131421,source,
1033,四,土龙吸纳阵,131511,source,
1034,四,黄金沙土怪,131637,source,
1035,四,玄金沙土怪,131727,source,
1036,四,收服黄沙阴风窟,131867,source,
1037,四,定风神珠,131973,source,
1038,四,神沙地宫,132097,source,
1039,四,另有玩家,132209,source,
1040,四,小铃铛,132361,source,
1041,四,撞击中的亲吻,132459,source,
1042,四,骚扰系统,132599,source,
1043,四,那么再见了,132675,source,
1044,四,必须补偿我,132833,source,
1045,四,神沙洞府,133003,source,
1046,四,广场上的打斗,133093,source,
1047,四,万年阴风鬼女,133239,source,
1048,四,黄沙双龙阵,133307,source,
1049,四,木犁之梭,133421,source,
1050,四,杀了阴魅儿,133499,source,
1051,四,一步步撞击,133623,source,
1052,四,击落物品,133697,source,
1053,四,拯救天妖夫人,133821,source,
1054,四,进入黄沙双龙阵,133897,source,
1055,四,才女龙语嫣,134019,source,
1056,四,进入屏风洞穴,134101,source,
1057,四,沙尘神风扇,134215,source,
1058,四,召唤土系神龙,134335,source,
1059,四,一皇五后,134419,source,
1060,四,前往黄沙阴风窟,134525,source,
1061,四,镇沙牌,134609,source,
1062,四,风沙龙印,134737,source,
1063,四,龙形手镯图案,134811,source,
1064,四,风沙大漠龙,134919,source,
1065,四,奖励一级,135007,source,
1066,四,挑逗三叶飞云（上）,135139,source,
1067,四,挑逗三叶飞云（下）,135233,source,
1068,四,你是魔魇骑士,135359,source,
1069,四,嫁给同一个男人,135485,source,
1070,四,欺负美女的好武器,135565,source,
1071,四,今个真高兴,135695,source,
1072,四,厨房私语,135761,source,
1073,四,我要搞定你,135865,source,
1074,四,双修的条件,135989,source,
1075,四,情意交杯茶,136067,source,
1076,四,怪物攻城（上）,136185,source,
1077,四,怪物攻城（下）,136269,source,
1078,四,禁咒的威力,136389,source,
1079,四,邪音幻影笛,136463,source,
1080,四,妖族神女峰,136587,source,
1081,四,夺魂无情女神无情,136667,source,
1082,四,升到70级,136793,source,
1083,四,神无情的伤势,136887,source,
1084,四,妖灵幻箭手,137021,source,
1085,四,五行逍遥套装,137101,source,
1086,四,小日本跑到中国,137231,source,
1087,四,约战山本一品,137363,source,
1088,四,杀他性生活不能自理,137509,source,
1089,四,石头到日本,137599,source,
1090,四,国器八咫镜（上）,137755,source,
1091,四,国器八咫镜（下）,137843,source,
1092,四,杀人升级,137993,source,
1093,四,威压大阪城,138073,source,
1094,四,前往富士山,138207,source,
1095,四,樱花神谷,138293,source,
1096,四,樱花富士连环阵,138421,source,
1097,四,樱花灵浴,138507,source,
1098,四,樱花女神沐浴,138625,source,
1099,四,成为我的女仆,138705,source,
1100,四,大日岛的克星,138859,source,
1101,四,侍奉主人,138943,source,
1102,四,国器八琼勾玉（上）,139063,source,
1103,四,国器八琼勾玉（下）,139161,source,
1104,四,大日封天阵,139277,source,
1105,四,玄冰巨水阵,139379,source,
1106,四,崩溃大水坝,139521,source,
1107,四,摧毁富士城,139617,source,
1108,四,骚扰八歧大蛇（上）,139759,source,
1109,四,骚扰八歧大蛇（下）,139845,source,
1110,四,拯救天妖夫人（上）,139983,source,
1111,四,拯救天妖夫人（下）,140077,source,
1112,四,失败的要挟,140221,source,
1113,四,骑士之祝融龙扣,140321,source,
1114,四,圣羽族的禁地,140451,source,
1115,四,圣羽神箭手,140541,source,
1116,四,进入阴风殿,140697,source,
1117,四,天妖夫人（上）,140783,source,
1118,四,天妖夫人（中）,140913,source,
1119,四,天妖夫人（下）,140999,source,
1120,四,偶遇龙语嫣,141123,source,
1121,四,双翼石像虎,141219,source,
1122,四,八翼金光祥云虎,141359,source,
1123,四,幽冥龙云虎,141445,source,
1124,四,祥云虎鞍,141589,source,
1125,四,我在玩火,141707,source,
1126,四,吃下蟠桃,141859,source,
1127,四,天凤公主的试练,141981,source,
1128,四,天梦仙山,142135,source,
1129,四,圣殿之石,142239,source,
1130,四,圣殿之王,142395,source,
1131,四,天梦女神的赐福,142475,source,
1132,四,盘古战神,142617,source,
1133,四,盘古战神（下）,142699,source,
1134,四,前往万鬼山涧,142823,source,
1135,四,幽冥骨龙骑士,142909,source,
1136,四,驱鬼天灵符,143049,source,
1137,四,寒假到来,143149,source,
1138,四,李彤的父母,143301,source,
1139,四,没落的柳家,143391,source,
1140,四,彝族部落,143521,source,
1141,四,帝卡上的资金,143615,source,
1142,四,我帅故我在,143751,source,
1143,四,他就是我老公,143851,source,
1144,四,五级惩罚的单挑,143993,source,
1145,四,可以反击了,144073,source,
1146,四,盘古怒龙斩,144205,source,
1147,四,帅少爷的大部队,144309,source,
1148,四,龙虎齐鸣,144409,source,
1149,四,攻破防护罩,144503,source,
1150,四,群殴帅少爷帮派,144595,source,
1151,四,拉皮条的小铃铛,144675,source,
1152,四,八峰谷中八峰村,144767,source,
1153,四,为什么是我,144845,source,
1154,四,我被利用,144929,source,
1155,四,进入洞窟,145021,source,
1156,四,果然有神兽,145129,source,
1157,四,冰冻的寒潭,145205,source,
1158,四,我被逮住了,145331,source,
1159,四,纯洁的徐韵,145415,source,
1160,四,捕捉骨龙骑士（上）,145497,source,
1161,四,捕捉骨龙骑士（下）,145597,source,
1162,四,水月仙女的媚术,145699,source,
1163,四,反扑的媚术,145785,source,
1164,四,空间之瞬移,145873,source,
1165,四,帝霸震天下,145961,source,
1166,四,追赶的水月妖人,146041,source,
1167,四,紫藤花庭,146139,source,
1168,四,做我的女人,146225,source,
1169,四,白银骑士,146307,source,
1170,四,白银骑士盾,146389,source,
1171,四,天龙王朝的驸马,146477,source,
1172,四,仙兽来袭（上）,146565,source,
1173,四,仙兽来袭（下）,146661,source,
1174,四,单挑仙兽（上）,146753,source,
1175,四,单挑仙兽（下）,146849,source,
1176,四,升级的五行套装,146951,source,
1177,四,五兽狂啸,147035,source,
1178,四,八十级的试练,147119,source,
1179,四,香华阿姨要离开,147203,source,
1180,四,欺骗的惩罚（上）,147281,source,
1181,四,欺骗的惩罚（下）,147353,source,
1182,四,进入王道,147431,source,
1183,四,赵大婶的焦急,147505,source,
1184,四,赵大婶的任务（上）,147599,source,
1185,四,赵大婶的任务（下）,147677,source,
1186,四,闪雷枯枝树,147759,source,
1187,四,古铁紫雷树,147845,source,
1188,四,云霄紫雷兽,147937,source,
1189,四,云霄天雷王,148031,source,
1190,四,吞噬云雾雷电,148131,source,
1191,四,进化的云雾雷电,148241,source,
1192,四,云霄仙雷兽（上）,148345,source,
1193,四,云霄仙雷兽（下）,148455,source,
1194,四,云雾雷电装,148549,source,
1195,四,终极藏宝图,148685,source,
1196,四,万年神龟的马甲,148779,source,
1197,四,升为白虎护卫,148865,source,
1198,四,天龙皇城的奖励,148961,source,
1199,四,等待任务奖励,149039,source,
1200,四,升级的圣殿契约,149127,source,
1201,四,推开紫雷箭宫,149225,source,
1202,四,后羿雷神装,149343,source,
1203,四,雷电咆哮者,149433,source,
1204,四,后羿雷神弓,149541,source,
1205,四,天雷霹雳鸟,149631,source,
1206,四,试穿后羿雷神装,149719,source,
1207,四,又闻秦皇古墓,149811,source,
1208,四,白虎之泪,149897,source,
1209,四,进入墓穴四层,149991,source,
1210,四,白杨神木,150099,source,
1211,四,虎牙之锐利之玉,150189,source,
1212,四,白虎趵突泉泉,150285,source,
1213,四,白虎大门,150379,source,
1214,四,黑刚鬼石的秘密,,inferred,原标题把1213—1216合并；按内容概括补录。
1215,四,完美的金刚鬼石,,inferred,原标题把1213—1216合并；按内容概括补录。
1216,四,拥抱龙语嫣（下）,,inferred,原标题把1213—1216合并；拆出合并标题中的末章名。
1217,四,强吻龙语嫣,150763,source,
1218,四,睁眼说瞎话,150853,source,
1219,四,秦舞瑶的生日（上）,150943,source,
1220,四,秦舞瑶的生日（中）,151029,source,
1221,四,秦舞瑶的生日（下）,151099,source,
1222,四,情动两美女（上）,151185,source,
1223,四,情动两美女（中）,151281,source,
1224,四,情动两美女（下）,151357,source,
1225,四,继续白虎墓穴,151421,source,
1226,四,白虎战神铠,151513,source,
1227,四,老子得到神器了,151619,source,
1228,四,父母的朋友,151717,source,
1229,四,相遇龙村茶楼（上）,151815,source,
1230,四,相遇龙村茶楼（下）,151913,source,
1231,四,魏洁和魏琼（上）,152007,source,
1232,四,魏洁和魏琼（下）,152107,source,
1233,四,血缘关系（上）,152207,source,
1234,四,血缘关系（下）,152307,source,
1235,四,玉欣和小铃铛,152401,source,
1236,四,父母的家世,152497,source,
1237,四,爱怜小妹玉欣（上）,152571,source,
1238,四,爱怜小妹玉欣（下）,152663,source,
1239,四,查找到我（上）,152745,source,
1240,四,查找到我（下）,152843,source,
1241,四,质问的龙家美人,152935,source,
1242,四,无助的龙家美人,153101,source,
1243,四,王道第二层（上）,153257,source,
1244,四,王道第二层（下）,153341,source,
1245,四,石乳神液,153435,source,
1246,四,地之神水,153549,source,
1247,四,感应到名字,153663,source,
1248,四,催发千年蟠桃,153747,source,
1249,四,催生凤凰梧桐树（上）,153831,source,
1250,四,催生凤凰梧桐树（下）,153927,source,
1251,四,修复的三星圣莲,154009,source,
1252,四,服用三星圣莲,154115,source,
1253,四,三星圣莲的分身,154231,source,
1254,四,灵泉之湖,154333,source,
1255,四,四尊灵符（上）,154431,source,
1256,四,四尊灵符（下）,154545,source,
1257,四,天龙帝王剑,154661,source,
1258,四,风雯进入游戏（上）,154789,source,
1259,四,风雯进入游戏（下）,154927,source,
1260,四,禁咒的水潭,155063,source,
1261,四,黑暗冰雪麒麟兽,155213,source,
1262,四,驯服黑暗能量,155339,source,
1263,四,麒麟暗黑套装,155491,source,
1264,四,水麟之玉,155627,source,
1265,四,冰雪麒麟王,155717,source,
1266,四,身份被发现,155813,source,
1267,四,美女叶青炎,155907,source,
1268,四,小泉长老,156001,source,
1269,四,来吧！叶青炎,156077,source,
1270,四,进入琅缳仙境,156159,source,
1271,四,天龙轩辕玉,156237,source,
1272,四,我是轩辕家族,156317,source,
1273,四,成为国王（全书完）,156415,source,
